case_id,category,question,rank,retrieval_mode,keyword_score,vector_rank,matches_expected_source,expected_sources,source_path,title,section,content_token_count,question_token_overlap,expected_keyword_overlap,response_token_support,expected_keyword_hits,content_excerpt
barre_tita_precio,precios,¿Cuál es el precio de la BARRE-TITA?,3,vector,,3,False,Precios_Vehiculos_Actualizados.BARRE-TITA,condiciones_compra_entrega.aclaracion_entrega,condiciones compra entrega - aclaracion entrega,condiciones_compra_entrega,37,0.6667,0.0,0.15,,"Entrega de acuerdo a disponibilidad. El valor del dólar es el BNA tipo vendedor del día del efectivo pago. Los precios incluyen todos los impuestos, entre estos el IVA (TITO y CHIKI 21% - TITA, TITA Cuadrilla, TITA con Furgón, TITA con Furgón Refrigerado y..."
barre_tita_precio,precios,¿Cuál es el precio de la BARRE-TITA?,4,vector,,5,False,Precios_Vehiculos_Actualizados.BARRE-TITA,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla,Precios TITA 4P Cuadrilla,precios,19,0.6667,0.5,0.25,usd,"TITA 4P-300: precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA TITA 4P-300 AA: precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
barre_tita_dimensiones_peso,vehiculos,"¿Qué dimensiones, ancho de limpieza y peso neto tiene la BARRE-TITA?",1,keyword,15,,True,vehiculos_detalles.BARRE-TITA,vehiculos_detalles.BARRE-TITA,Ficha tecnica BARRE-TITA,vehiculos_detalles,75,0.7143,1.0,0.5263,1900 | 1950x1900x1900mm | 900 | kg | mm,"descripcion: Producto revolucionario que se destaca por su rendimiento excepcional en la limpieza de superficies, equipado con 8 motores eléctricos especializados. especificaciones: dimensiones: 1950x1900x1900mm peso neto: 900 KG ancho limpieza: 1900 mm cap..."
barre_tita_dimensiones_peso,vehiculos,"¿Qué dimensiones, ancho de limpieza y peso neto tiene la BARRE-TITA?",2,keyword,10,,False,vehiculos_detalles.BARRE-TITA,todos_los_vehiculos_disponibles.BARRE-TITA,Disponibilidad BARRE-TITA,disponibilidad_vehiculos,7,0.2857,0.0,0.0526,,modelos disponibles: - BARRE-TITA disponibilidad: ENTREGA INMEDIATA
barre_tita_dimensiones_peso,vehiculos,"¿Qué dimensiones, ancho de limpieza y peso neto tiene la BARRE-TITA?",3,vector,,5,False,vehiculos_detalles.BARRE-TITA,condiciones_compra_entrega.aclaracion_entrega,condiciones compra entrega - aclaracion entrega,condiciones_compra_entrega,37,0.2857,0.0,0.0526,,"Entrega de acuerdo a disponibilidad. El valor del dólar es el BNA tipo vendedor del día del efectivo pago. Los precios incluyen todos los impuestos, entre estos el IVA (TITO y CHIKI 21% - TITA, TITA Cuadrilla, TITA con Furgón, TITA con Furgón Refrigerado y..."
barre_tita_autonomia_bateria,vehiculos,¿Qué autonomía y batería tiene la BARRE-TITA?,1,keyword,12,,True,vehiculos_detalles.BARRE-TITA,vehiculos_detalles.BARRE-TITA,Ficha tecnica BARRE-TITA,vehiculos_detalles,75,0.5,1.0,0.3529,7.2 | horas | kwh | litio,"descripcion: Producto revolucionario que se destaca por su rendimiento excepcional en la limpieza de superficies, equipado con 8 motores eléctricos especializados. especificaciones: dimensiones: 1950x1900x1900mm peso neto: 900 KG ancho limpieza: 1900 mm cap..."
barre_tita_autonomia_bateria,vehiculos,¿Qué autonomía y batería tiene la BARRE-TITA?,2,keyword,10,,False,vehiculos_detalles.BARRE-TITA,todos_los_vehiculos_disponibles.BARRE-TITA,Disponibilidad BARRE-TITA,disponibilidad_vehiculos,7,0.5,0.0,0.0588,,modelos disponibles: - BARRE-TITA disponibilidad: ENTREGA INMEDIATA
barre_tita_autonomia_bateria,vehiculos,¿Qué autonomía y batería tiene la BARRE-TITA?,3,vector,,3,False,vehiculos_detalles.BARRE-TITA,todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,Disponibilidad NOTAS_IMPORTANTES,disponibilidad_vehiculos,47,0.5,0.0,0.2941,,modelos discontinuados: - TITO S2 100 (sin AA) - TITO S2 100 AA - TITO S5 100 (sin AA) - TITO S5 100 AA - TITA 4P 100 (sin AA) - TITA 4P 100 AA - CHIKI G politica actual: La empresa se centra únicamente en vehículos con autonomía de 300 km (excepto CHIKI-L...
barre_tita_autonomia_bateria,vehiculos,¿Qué autonomía y batería tiene la BARRE-TITA?,4,vector,,5,False,vehiculos_detalles.BARRE-TITA,vehiculos_detalles.TITO,Ficha tecnica TITO,vehiculos_detalles,322,0.5,0.5,0.7059,horas | litio,"modelos disponibles: - nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa..."
barre_tita_accesorios,vehiculos,¿Qué incluye el kit de accesorios de la BARRE-TITA?,1,keyword,12,,True,vehiculos_detalles.BARRE-TITA.kit_accesorios,vehiculos_detalles.BARRE-TITA,Ficha tecnica BARRE-TITA,vehiculos_detalles,75,0.4,1.0,0.2195,canon | hidrolavadora | lanza | rociador,"descripcion: Producto revolucionario que se destaca por su rendimiento excepcional en la limpieza de superficies, equipado con 8 motores eléctricos especializados. especificaciones: dimensiones: 1950x1900x1900mm peso neto: 900 KG ancho limpieza: 1900 mm cap..."
barre_tita_accesorios,vehiculos,¿Qué incluye el kit de accesorios de la BARRE-TITA?,2,keyword,10,,False,vehiculos_detalles.BARRE-TITA.kit_accesorios,todos_los_vehiculos_disponibles.BARRE-TITA,Disponibilidad BARRE-TITA,disponibilidad_vehiculos,7,0.4,0.0,0.0488,,modelos disponibles: - BARRE-TITA disponibilidad: ENTREGA INMEDIATA
barre_tita_accesorios,vehiculos,¿Qué incluye el kit de accesorios de la BARRE-TITA?,3,vector,,3,False,vehiculos_detalles.BARRE-TITA.kit_accesorios,condiciones_compra_entrega.aclaracion_entrega,condiciones compra entrega - aclaracion entrega,condiciones_compra_entrega,37,0.4,0.0,0.0732,,"Entrega de acuerdo a disponibilidad. El valor del dólar es el BNA tipo vendedor del día del efectivo pago. Los precios incluyen todos los impuestos, entre estos el IVA (TITO y CHIKI 21% - TITA, TITA Cuadrilla, TITA con Furgón, TITA con Furgón Refrigerado y..."
barre_tita_accesorios,vehiculos,¿Qué incluye el kit de accesorios de la BARRE-TITA?,4,vector,,5,False,vehiculos_detalles.BARRE-TITA.kit_accesorios,Precios_Vehiculos_Actualizados.TITA S2.TITA S2 300 AA con Furgón,Precio TITA S2 300 AA con Furgón,precios,27,0.2,0.0,0.3415,,"precio: USD 20.632,00 descripcion: TITA S2 300 AA + accesorio furgón aclaración: El precio 20.632,00 se obtiene de sumar a 17.731,25 USD (precio de TITA S2 300 AA) el accesorio furgón que cuesta 2.900 USD"
chiki_precio,precios,¿Cuál es el precio del CHIKI-L de litio?,1,keyword,15,,True,Precios_Vehiculos_Actualizados.CHIKI.CHIKI-L (110KM) LITIO,Precios_Vehiculos_Actualizados.CHIKI.CHIKI-L (110KM) LITIO,Precio CHIKI-L (110KM) LITIO,precios,7,0.3333,1.0,0.15,9.900.00 | usd,"precio: USD 9.900,00 disponibilidad: ENTREGA A 60 DÍAS"
chiki_precio,precios,¿Cuál es el precio del CHIKI-L de litio?,2,keyword,11,,True,Precios_Vehiculos_Actualizados.CHIKI.CHIKI-L (110KM) LITIO,Precios_Vehiculos_Actualizados.CHIKI,Precios CHIKI,precios,10,1.0,1.0,0.3,9.900.00 | usd,"CHIKI-L (110KM) LITIO: precio: USD 9.900,00 disponibilidad: ENTREGA A 60 DÍAS"
chiki_precio,precios,¿Cuál es el precio del CHIKI-L de litio?,3,vector,,3,False,Precios_Vehiculos_Actualizados.CHIKI.CHIKI-L (110KM) LITIO,todos_los_vehiculos_disponibles.CHIKI,Disponibilidad CHIKI,disponibilidad_vehiculos,9,0.6667,0.0,0.15,,modelos disponibles: - CHIKI-L (110KM) LITIO disponibilidad: ENTREGA A 60 DÍAS
chiki_precio,precios,¿Cuál es el precio del CHIKI-L de litio?,4,vector,,5,False,Precios_Vehiculos_Actualizados.CHIKI.CHIKI-L (110KM) LITIO,vehiculos_detalles.CHIKI,Ficha tecnica CHIKI,vehiculos_detalles,119,0.6667,0.0,0.2,,"modelo disponible: nombre: CHIKI-L (110KM) LITIO descripcion: Versión con batería de litio del CHIKI, ofreciendo mayor autonomía y ciclos de vida, ideal para desplazamientos urbanos. NOTA: CHIKI-G ha sido discontinuado. parametros basicos: puertas: 2 bateri..."
chiki_capacidad_puertas,vehiculos,¿Cuántas puertas y qué capacidad tiene el CHIKI-L?,1,keyword,7,,True,vehiculos_detalles.CHIKI,vehiculos_detalles.CHIKI,Ficha tecnica CHIKI,vehiculos_detalles,119,0.75,1.0,1.0,persona,"modelo disponible: nombre: CHIKI-L (110KM) LITIO descripcion: Versión con batería de litio del CHIKI, ofreciendo mayor autonomía y ciclos de vida, ideal para desplazamientos urbanos. NOTA: CHIKI-G ha sido discontinuado. parametros basicos: puertas: 2 bateri..."
chiki_capacidad_puertas,vehiculos,¿Cuántas puertas y qué capacidad tiene el CHIKI-L?,2,keyword,5,,False,vehiculos_detalles.CHIKI,todos_los_vehiculos_disponibles.CHIKI,Disponibilidad CHIKI,disponibilidad_vehiculos,9,0.25,0.0,0.1765,,modelos disponibles: - CHIKI-L (110KM) LITIO disponibilidad: ENTREGA A 60 DÍAS
chiki_capacidad_puertas,vehiculos,¿Cuántas puertas y qué capacidad tiene el CHIKI-L?,3,vector,,5,False,vehiculos_detalles.CHIKI,Precios_Vehiculos_Actualizados.CHIKI,Precios CHIKI,precios,10,0.25,0.0,0.1765,,"CHIKI-L (110KM) LITIO: precio: USD 9.900,00 disponibilidad: ENTREGA A 60 DÍAS"
chiki_bateria_ciclos,vehiculos,¿Qué batería y ciclos tiene el CHIKI-L?,1,keyword,7,,True,vehiculos_detalles.CHIKI,vehiculos_detalles.CHIKI,Ficha tecnica CHIKI,vehiculos_detalles,119,1.0,1.0,0.92,2000 | 4.5 | ciclos | kwh | litio | ncm,"modelo disponible: nombre: CHIKI-L (110KM) LITIO descripcion: Versión con batería de litio del CHIKI, ofreciendo mayor autonomía y ciclos de vida, ideal para desplazamientos urbanos. NOTA: CHIKI-G ha sido discontinuado. parametros basicos: puertas: 2 bateri..."
chiki_bateria_ciclos,vehiculos,¿Qué batería y ciclos tiene el CHIKI-L?,2,keyword,5,,False,vehiculos_detalles.CHIKI,preguntas_frecuentes.vehiculos[1],FAQ vehiculos - ¿Cuánto tiempo toma cargar completamente la batería?,preguntas_frecuentes,23,0.3333,0.0,0.04,,"Pregunta: ¿Cuánto tiempo toma cargar completamente la batería? Respuesta: Normalmente entre 7-8 horas para una carga completa en un enchufe convencional. Con la nueva tecnología de carga rápida, este tiempo se reduce significativamente a aproximadamente 2 h..."
chiki_bateria_ciclos,vehiculos,¿Qué batería y ciclos tiene el CHIKI-L?,3,vector,,3,False,vehiculos_detalles.CHIKI,todos_los_vehiculos_disponibles.CHIKI,Disponibilidad CHIKI,disponibilidad_vehiculos,9,0.3333,0.1667,0.12,litio,modelos disponibles: - CHIKI-L (110KM) LITIO disponibilidad: ENTREGA A 60 DÍAS
chiki_bateria_ciclos,vehiculos,¿Qué batería y ciclos tiene el CHIKI-L?,4,vector,,5,False,vehiculos_detalles.CHIKI,vehiculos_detalles.ACLARACION_IMPORTANTE,Ficha tecnica ACLARACION_IMPORTANTE,vehiculos_detalles,40,0.3333,0.0,0.2,,"nota discrepancia web: IMPORTANTE: La información de este chatbot está más actualizada que la página web. Si encontrás diferencias entre lo que te digo y lo que ves en la web, la información correcta es la que te proporciono aquí. La página web se está actu..."
chiki_tiempo_carga,vehiculos,¿Cuánto tarda en cargar el CHIKI-L y desde qué enchufe carga?,1,keyword,12,,False,vehiculos_detalles.CHIKI,preguntas_frecuentes.carga[0],FAQ carga - ¿Necesito una instalación especial para cargar mi vehículo?,preguntas_frecuentes,25,0.5,0.5,0.1111,220v,"Pregunta: ¿Necesito una instalación especial para cargar mi vehículo? Respuesta: No, nuestros vehículos pueden cargarse desde un enchufe doméstico convencional de 220V. Para los modelos de mayor autonomía (300 km), se recomienda un tomacorriente de 20A."
chiki_tiempo_carga,vehiculos,¿Cuánto tarda en cargar el CHIKI-L y desde qué enchufe carga?,2,keyword,11,,False,vehiculos_detalles.CHIKI,preguntas_frecuentes.vehiculos[1],FAQ vehiculos - ¿Cuánto tiempo toma cargar completamente la batería?,preguntas_frecuentes,23,0.5,0.0,0.1667,,"Pregunta: ¿Cuánto tiempo toma cargar completamente la batería? Respuesta: Normalmente entre 7-8 horas para una carga completa en un enchufe convencional. Con la nueva tecnología de carga rápida, este tiempo se reduce significativamente a aproximadamente 2 h..."
chiki_tiempo_carga,vehiculos,¿Cuánto tarda en cargar el CHIKI-L y desde qué enchufe carga?,3,vector,,1,False,vehiculos_detalles.CHIKI,todos_los_vehiculos_disponibles.CHIKI,Disponibilidad CHIKI,disponibilidad_vehiculos,9,0.1667,0.0,0.1667,,modelos disponibles: - CHIKI-L (110KM) LITIO disponibilidad: ENTREGA A 60 DÍAS
chiki_tiempo_carga,vehiculos,¿Cuánto tarda en cargar el CHIKI-L y desde qué enchufe carga?,4,vector,,3,False,vehiculos_detalles.CHIKI,Precios_Vehiculos_Actualizados.CHIKI,Precios CHIKI,precios,10,0.1667,0.0,0.1667,,"CHIKI-L (110KM) LITIO: precio: USD 9.900,00 disponibilidad: ENTREGA A 60 DÍAS"
chiki_tiempo_carga,vehiculos,¿Cuánto tarda en cargar el CHIKI-L y desde qué enchufe carga?,5,vector,,5,True,vehiculos_detalles.CHIKI,vehiculos_detalles.CHIKI,Ficha tecnica CHIKI,vehiculos_detalles,119,0.5,1.0,1.0,220v | 7hs,"modelo disponible: nombre: CHIKI-L (110KM) LITIO descripcion: Versión con batería de litio del CHIKI, ofreciendo mayor autonomía y ciclos de vida, ideal para desplazamientos urbanos. NOTA: CHIKI-G ha sido discontinuado. parametros basicos: puertas: 2 bateri..."
reserva_anticipo,compra,¿Cuál es la reserva inicial y el anticipo para confirmar la compra?,1,keyword,17,,True,condiciones_compra_entrega.reserva_pago_inicial,condiciones_compra_entrega.reserva_pago_inicial,condiciones compra entrega - reserva pago inicial,condiciones_compra_entrega,44,0.8,1.0,0.5185,20 | 200 | 30 | dias | usd,reserva: USD 200 para reservar la unidad plazo confirmacion: 30 días para confirmar la compra con el 20% de anticipo forma pago: Pagos en pesos a cambio oficial del cierre anterior al día del efectivo pago pagos adicionales: Se pueden realizar pagos adicion...
reserva_anticipo,compra,¿Cuál es la reserva inicial y el anticipo para confirmar la compra?,2,keyword,6,,False,condiciones_compra_entrega.reserva_pago_inicial,condiciones_compra_entrega.entrega_inmediata,condiciones compra entrega - entrega inmediata,condiciones_compra_entrega,23,0.2,0.4,0.7037,200 | usd,"proceso: Una vez realizada la reserva de USD 200, se asigna una unidad por 72 horas plazo pago: Dentro de las 72 horas se debe saldar la unidad, caso contrario la unidad será liberada"
reserva_anticipo,compra,¿Cuál es la reserva inicial y el anticipo para confirmar la compra?,3,vector,,5,False,condiciones_compra_entrega.reserva_pago_inicial,preguntas_frecuentes.adquisicion[1],FAQ adquisicion - ¿Qué es eso de la entrega inmediata?,preguntas_frecuentes,19,0.0,0.0,0.0,,"Pregunta: ¿Qué es eso de la entrega inmediata? Respuesta: Esta modalidad básicamente consiste en que el cliente puede comprar un vehículo y llevarlo al instante, sin necesidad de esperar la fabricación del mismo."
entrega_inmediata_plazo,compra,¿Cuánto tiempo queda asignada la unidad en entrega inmediata?,1,keyword,11,,True,condiciones_compra_entrega.entrega_inmediata,condiciones_compra_entrega.entrega_inmediata,condiciones compra entrega - entrega inmediata,condiciones_compra_entrega,23,0.1667,1.0,0.5135,72 | horas | saldar,"proceso: Una vez realizada la reserva de USD 200, se asigna una unidad por 72 horas plazo pago: Dentro de las 72 horas se debe saldar la unidad, caso contrario la unidad será liberada"
entrega_inmediata_plazo,compra,¿Cuánto tiempo queda asignada la unidad en entrega inmediata?,2,keyword,10,,False,condiciones_compra_entrega.entrega_inmediata,preguntas_frecuentes.adquisicion[1],FAQ adquisicion - ¿Qué es eso de la entrega inmediata?,preguntas_frecuentes,19,0.3333,0.0,0.4865,,"Pregunta: ¿Qué es eso de la entrega inmediata? Respuesta: Esta modalidad básicamente consiste en que el cliente puede comprar un vehículo y llevarlo al instante, sin necesidad de esperar la fabricación del mismo."
entrega_inmediata_plazo,compra,¿Cuánto tiempo queda asignada la unidad en entrega inmediata?,3,vector,,3,False,condiciones_compra_entrega.entrega_inmediata,condiciones_compra_entrega.plazos_entrega,condiciones compra entrega - plazos entrega,condiciones_compra_entrega,26,0.3333,0.0,0.0811,,plazo standard: 30 días posteriores a completar los trámites de patentamiento condicion: La unidad se entrega completamente saldada costos adicionales: Los costos de patentamiento y flete NO están incluidos en el precio final y deben abonarse cuando la unid...
costos_no_incluidos,compra,¿Qué costos no están incluidos en el precio final?,1,keyword,5,,False,condiciones_compra_entrega.plazos_entrega | condiciones_compra_entrega.aclaracion_entrega,preguntas_frecuentes.ambiental[1],FAQ ambiental - ¿Qué sucede con las baterías al final de su vida útil?,preguntas_frecuentes,20,0.2,0.0,0.027,,"Pregunta: ¿Qué sucede con las baterías al final de su vida útil? Respuesta: Contamos con un programa de reciclaje responsable de baterías, alineado con nuestro compromiso ambiental respaldado por la certificación ISO 14001."
costos_no_incluidos,compra,¿Qué costos no están incluidos en el precio final?,2,keyword,5,,False,condiciones_compra_entrega.plazos_entrega | condiciones_compra_entrega.aclaracion_entrega,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.2,0.0,0.1351,,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
costos_no_incluidos,compra,¿Qué costos no están incluidos en el precio final?,3,vector,,1,False,condiciones_compra_entrega.plazos_entrega | condiciones_compra_entrega.aclaracion_entrega,condiciones_compra_entrega.servicio_entrega,condiciones compra entrega - servicio entrega,condiciones_compra_entrega,11,0.4,0.25,0.0811,flete,disponible: Servicio de entrega a domicilio disponible costo: Costo de flete no incluido en precio final
costos_no_incluidos,compra,¿Qué costos no están incluidos en el precio final?,4,vector,,3,True,condiciones_compra_entrega.plazos_entrega | condiciones_compra_entrega.aclaracion_entrega,condiciones_compra_entrega.plazos_entrega,condiciones compra entrega - plazos entrega,condiciones_compra_entrega,26,1.0,1.0,0.5135,estan | flete | incluidos | patentamiento,plazo standard: 30 días posteriores a completar los trámites de patentamiento condicion: La unidad se entrega completamente saldada costos adicionales: Los costos de patentamiento y flete NO están incluidos en el precio final y deben abonarse cuando la unid...
costos_no_incluidos,compra,¿Qué costos no están incluidos en el precio final?,5,vector,,5,True,condiciones_compra_entrega.plazos_entrega | condiciones_compra_entrega.aclaracion_entrega,condiciones_compra_entrega.aclaracion_entrega,condiciones compra entrega - aclaracion entrega,condiciones_compra_entrega,37,0.0,0.25,0.1081,patentamiento,"Entrega de acuerdo a disponibilidad. El valor del dólar es el BNA tipo vendedor del día del efectivo pago. Los precios incluyen todos los impuestos, entre estos el IVA (TITO y CHIKI 21% - TITA, TITA Cuadrilla, TITA con Furgón, TITA con Furgón Refrigerado y..."
tipo_cambio_bna,compra,¿Qué tipo de cambio se usa para los pagos en pesos?,1,keyword,3,,False,condiciones_compra_entrega.aclaracion_entrega,condiciones_compra_entrega.reserva_pago_inicial,condiciones compra entrega - reserva pago inicial,condiciones_compra_entrega,44,0.6,0.4,0.2439,efectivo | pago,reserva: USD 200 para reservar la unidad plazo confirmacion: 30 días para confirmar la compra con el 20% de anticipo forma pago: Pagos en pesos a cambio oficial del cierre anterior al día del efectivo pago pagos adicionales: Se pueden realizar pagos adicion...
tipo_cambio_bna,compra,¿Qué tipo de cambio se usa para los pagos en pesos?,2,keyword,1,,False,condiciones_compra_entrega.aclaracion_entrega,preguntas_frecuentes.vehiculos[0],FAQ vehiculos - ¿Cuál es la autonomía de los vehículos eléctricos de Coradir?,preguntas_frecuentes,22,0.2,0.2,0.0244,tipo,"Pregunta: ¿Cuál es la autonomía de los vehículos eléctricos de Coradir? Respuesta: Dependiendo del modelo, ofrecemos versiones con autonomía de 70 km hasta 300 km. La autonomía varía según el modelo y tipo de batería."
tipo_cambio_bna,compra,¿Qué tipo de cambio se usa para los pagos en pesos?,3,vector,,1,True,condiciones_compra_entrega.aclaracion_entrega,condiciones_compra_entrega.aclaracion_entrega,condiciones compra entrega - aclaracion entrega,condiciones_compra_entrega,37,0.2,1.0,0.7317,bna | efectivo | pago | tipo | vendedor,"Entrega de acuerdo a disponibilidad. El valor del dólar es el BNA tipo vendedor del día del efectivo pago. Los precios incluyen todos los impuestos, entre estos el IVA (TITO y CHIKI 21% - TITA, TITA Cuadrilla, TITA con Furgón, TITA con Furgón Refrigerado y..."
tipo_cambio_bna,compra,¿Qué tipo de cambio se usa para los pagos en pesos?,4,vector,,5,False,condiciones_compra_entrega.aclaracion_entrega,condiciones_compra_entrega.entrega_inmediata,condiciones compra entrega - entrega inmediata,condiciones_compra_entrega,23,0.0,0.2,0.0244,pago,"proceso: Una vez realizada la reserva de USD 200, se asigna una unidad por 72 horas plazo pago: Dentro de las 72 horas se debe saldar la unidad, caso contrario la unidad será liberada"
cargas_parciales,carga,¿Puedo hacer cargas parciales o tengo que esperar a que se agote la batería?,1,keyword,18,,True,preguntas_frecuentes.carga[1],preguntas_frecuentes.carga[1],FAQ carga - ¿Puedo realizar cargas parciales?,preguntas_frecuentes,18,0.75,1.0,0.3409,cargas | necesario | parciales,"Pregunta: ¿Puedo realizar cargas parciales? Respuesta: Sí, todos nuestros vehículos admiten cargas parciales. No es necesario esperar a que la batería se agote completamente para recargarla."
cargas_parciales,carga,¿Puedo hacer cargas parciales o tengo que esperar a que se agote la batería?,2,keyword,5,,False,preguntas_frecuentes.carga[1],preguntas_frecuentes.vehiculos[1],FAQ vehiculos - ¿Cuánto tiempo toma cargar completamente la batería?,preguntas_frecuentes,23,0.125,0.0,0.1364,,"Pregunta: ¿Cuánto tiempo toma cargar completamente la batería? Respuesta: Normalmente entre 7-8 horas para una carga completa en un enchufe convencional. Con la nueva tecnología de carga rápida, este tiempo se reduce significativamente a aproximadamente 2 h..."
cargas_parciales,carga,¿Puedo hacer cargas parciales o tengo que esperar a que se agote la batería?,3,vector,,5,False,preguntas_frecuentes.carga[1],movilidad_electrica.caracteristicas_vehiculos,movilidad electrica - caracteristicas vehiculos,movilidad_electrica,28,0.25,0.6667,0.1136,cargas | parciales,"- 100% Eléctrico: Carga desde un enchufe convencional, sin aparatos adicionales - Admite cargas parciales: Carga completa en 8hs, permite cargas parciales - Cero emisiones: Medidas ambientales y energéticas para reducir CO2 y gases de efecto invernadero"
ecocarga_negocios,carga,¿Qué ventajas tiene instalar puntos de carga para un negocio?,1,keyword,8,,True,infraestructura_carga.ecocarga.puntos_carga,infraestructura_carga.ecocarga,infraestructura carga - ecocarga,infraestructura_carga,111,0.8,1.0,1.0,adicionales | atrae | clientes | gratuita | ingresos | instalacion | nuevos,descripcion: CORADIR se complace en anunciar dos importantes avances que transformarán la experiencia de movilidad eléctrica en Argentina: expansión de infraestructura de carga y tecnología de carga rápida. carga rapida: beneficios: - Reducción de tiempo: D...
ecocarga_negocios,carga,¿Qué ventajas tiene instalar puntos de carga para un negocio?,2,keyword,5,,False,infraestructura_carga.ecocarga.puntos_carga,preguntas_frecuentes.vehiculos[1],FAQ vehiculos - ¿Cuánto tiempo toma cargar completamente la batería?,preguntas_frecuentes,23,0.2,0.0,0.0781,,"Pregunta: ¿Cuánto tiempo toma cargar completamente la batería? Respuesta: Normalmente entre 7-8 horas para una carga completa en un enchufe convencional. Con la nueva tecnología de carga rápida, este tiempo se reduce significativamente a aproximadamente 2 h..."
ecocarga_negocios,carga,¿Qué ventajas tiene instalar puntos de carga para un negocio?,3,vector,,3,False,infraestructura_carga.ecocarga.puntos_carga,preguntas_frecuentes.carga[2],FAQ carga - ¿Qué es la tecnología de carga rápida?,preguntas_frecuentes,23,0.2,0.0,0.0781,,"Pregunta: ¿Qué es la tecnología de carga rápida? Respuesta: Es una avanzada solución que reduce el tiempo de carga de 6-8 horas a aproximadamente 2 horas, brindando mayor comodidad y flexibilidad sin comprometer el rendimiento ni la autonomía del vehículo."
ecocarga_negocios,carga,¿Qué ventajas tiene instalar puntos de carga para un negocio?,4,vector,,5,False,infraestructura_carga.ecocarga.puntos_carga,preguntas_frecuentes.carga[0],FAQ carga - ¿Necesito una instalación especial para cargar mi vehículo?,preguntas_frecuentes,25,0.0,0.1429,0.0312,instalacion,"Pregunta: ¿Necesito una instalación especial para cargar mi vehículo? Respuesta: No, nuestros vehículos pueden cargarse desde un enchufe doméstico convencional de 220V. Para los modelos de mayor autonomía (300 km), se recomienda un tomacorriente de 20A."
agencia_buenos_aires_moreno,agencias,"¿Qué agencia figura en Moreno, Buenos Aires?",1,keyword,16,,True,distribucion.agencias_oficiales_por_provincia.Buenos Aires,distribucion.agencias_oficiales_por_provincia.Buenos Aires,Agencias en Buenos Aires,agencias,351,0.6,1.0,1.0,12.802 | acceso | chiamo | motors | oeste | sur,- nombre: CHIAMO MOTORS SRL / Barbalace ciudad: MORENO direccion: Av. Colectora Acceso Oeste Sur 12.802 (km 42.5) - nombre: Compañia Arrate (Necochea) ciudad: NECOCHEA direccion: Av. 59 N° 3734 - nombre: Maquinarias Pyramiz SRL ciudad: TORTUGUITAS direccion...
agencia_buenos_aires_moreno,agencias,"¿Qué agencia figura en Moreno, Buenos Aires?",2,keyword,7,,False,distribucion.agencias_oficiales_por_provincia.Buenos Aires,distribucion.agencias_oficiales_por_provincia.Santa Fe,Agencias en Santa Fe,agencias,133,0.4,0.1667,0.3529,acceso,- nombre: Maquinarias Pyramiz SRL ciudad: ROSARIO direccion: Ruta 9 (autopista Buenos Aires-rosario) Km 280.5 (2126) - nombre: DE ROSSI MOTOS SRL ciudad: FRONTERA direccion: Calle 1 N°2105 - Localidad Frontera - Provincia Santa Fe - Cp2438 - nombre: Dellasa...
agencia_buenos_aires_moreno,agencias,"¿Qué agencia figura en Moreno, Buenos Aires?",3,vector,,3,False,distribucion.agencias_oficiales_por_provincia.Buenos Aires,distribucion.agencias_oficiales_por_provincia.Chubut,Agencias en Chubut,agencias,49,0.2,0.0,0.1765,,"- nombre: GRUPO MALL DON BOSCO ciudad: TRELEW direccion: Irigoyen 1108 - nombre: Franco Finiguerra (GRUPO MALL DON BOSCO) ciudad: ESQUEL direccion: 9 De Julio Y Perito Moreno - nombre: Franco Finiguerra (GRUPO MALL DON BOSCO,) ciudad: COMODORO RIVADAVIA dir..."
agencia_buenos_aires_moreno,agencias,"¿Qué agencia figura en Moreno, Buenos Aires?",4,vector,,5,False,distribucion.agencias_oficiales_por_provincia.Buenos Aires,distribucion.agencias_oficiales_por_provincia.La Pampa,Agencias en La Pampa,agencias,44,0.0,0.0,0.1765,,"- nombre: Diego Tripi ciudad: GENERAL PICO direccion: Calle 9 Esquina 4, General Pico, La Pampa - nombre: Osvaldo Eduardo Zudaire ciudad: MIGUEL RIGLOS direccion: Malvinas Argentinas N° 390 - nombre: RAZA SRL ciudad: SANTA ROSA direccion: Av. Pedro Luro 110..."
